Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
St. Martin (French part),MAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.19770384,4.13830519,4.32406807,4.81775093,..
Sudan,SDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.9231244,4.46358299,4.63369366,3.01747656,..
Suriname,SUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.32285929,6.68795872,8.43241405,6.77187824,..
Sweden,SWE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.78509998,10.94106293,10.83224297,11.37992764,11.27992725
Switzerland,CHE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.48099899,11.38538456,11.28695965,11.79635048,..
Syrian Arab Republic,SYR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Tajikistan,TJK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.85399008,7.01381588,6.9476676,8.17697811,..
Tanzania,TZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.08257437,4.16191673,3.87440205,3.74659801,..
Thailand,THA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.85276842,3.87040329,3.8583262,4.35930967,..
Timor-Leste,TLS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.6738925,6.28910303,5.95605564,9.85141468,..
Togo,TGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.40987968,6.00396872,5.64253759,5.96301126,..
Tonga,TON,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.85577822,4.80628061,4.74669981,5.31753922,..
Trinidad and Tobago,TTO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.75476503,6.66994572,6.82082558,7.31458092,..
Tunisia,TUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.1865468,5.93711042,5.47337294,6.34364796,..
Turkiye,TUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.17974997,4.12363815,4.35956669,4.61794329,..
Turkmenistan,TKM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.93897438,5.69395018,5.68183947,5.68487024,..
